annee,date,latitude,longitude,profondeur_km,magnitude,type_magnitude
2025,2025-11-02T02:39:25.676059Z,-21.0517,55.5477,17.52,1.0,Md
2025,2025-11-02T01:34:08.790894Z,-21.0698,55.5389,17.79,1.16,Md
2025,2025-10-30T22:07:30.833965Z,-21.0076,55.4451,13.0,1.89,Md
2025,2025-10-30T17:22:05.300059Z,-21.1082,55.6126,19.2,1.16,Md
2025,2025-10-29T23:44:07.834451Z,-21.4321,55.741,21.26,1.55,Md
2025,2025-10-28T16:41:06.578268Z,-21.2429,55.7138,-0.45,0.57,Md
2025,2025-10-26T23:51:45.316011Z,-21.2431,55.7117,-0.57,0.45,Md
2025,2025-10-26T14:04:46.510170Z,-21.12,55.658,21.27,1.02,Md
2025,2025-10-25T10:44:59.863272Z,-21.126,55.6431,18.91,0.48,Md
2025,2025-10-25T05:46:55.728234Z,-21.2376,55.7588,12.73,0.7,Md
2025,2025-10-22T03:43:49.424797Z,-21.0102,55.5957,14.14,1.83,Md
2025,2025-10-21T16:41:21.294641Z,-21.2449,55.7136,-0.46,0.83,Md
2025,2025-10-20T22:29:14.587877Z,-20.9402,55.436,13.09,1.52,Md
2025,2025-10-17T18:51:22.007303Z,-21.1289,55.6562,21.6,0.94,Md
2025,2025-10-17T04:55:42.267317Z,-21.2439,55.7135,-0.47,1.27,Md
2025,2025-10-17T00:02:51.204737Z,-21.1269,55.6532,20.98,0.81,Md
2025,2025-10-16T14:15:57.746874Z,-21.1338,55.6585,22.3,1.77,Md
2025,2025-10-14T19:15:40.023127Z,-21.1187,55.675,22.18,1.66,Md
2025,2025-10-11T19:20:12.918485Z,-21.2437,55.7171,-0.35,1.28,Md
2025,2025-10-11T17:38:52.293863Z,-21.1017,55.6326,15.93,0.75,Md
2025,2025-10-10T02:23:48.801601Z,-21.2435,55.7169,-0.25,1.7,Md
2025,2025-10-06T23:30:16.073733Z,-21.3444,55.6688,12.18,1.17,Md
2025,2025-10-06T13:46:08.840706Z,-21.2428,55.7151,-0.18,0.55,Md
2025,2025-10-05T11:10:24.447698Z,-20.9556,55.4381,11.88,1.4,Md
2025,2025-10-03T16:47:58.367821Z,-21.1296,55.6523,20.98,0.91,Md
2025,2025-10-02T09:13:18.094210Z,-21.3413,55.6959,10.96,1.11,Md
2025,2025-10-01T22:11:00.348682Z,-21.1144,55.6559,20.6,0.76,Md
2025,2025-09-29T21:14:33.581415Z,-21.1137,55.6713,22.0,1.56,Md
2025,2025-09-28T23:52:55.951617Z,-21.1084,55.64,16.46,0.93,Md
2025,2025-09-28T09:24:42.669064Z,-21.2179,55.5463,19.99,1.35,Md
2025,2025-09-27T12:40:38.420893Z,-21.1323,55.6395,19.05,0.89,Md
2025,2025-09-26T13:12:57.330316Z,-21.2476,55.761,2.89,-0.13,Md
2025,2025-09-26T09:29:36.235310Z,-21.2057,55.5492,14.87,0.82,Md
2025,2025-09-26T02:05:57.609009Z,-21.2498,55.7665,3.13,-0.02,Md
2025,2025-09-25T21:04:21.492943Z,-21.1327,55.6565,21.89,1.22,Md
2025,2025-09-24T17:10:08.979816Z,-21.0473,55.5293,13.75,1.11,Md
2025,2025-09-22T03:55:54.741757Z,-21.1305,55.6551,22.01,1.37,Md
2025,2025-09-22T00:19:25.960677Z,-21.186,55.4672,15.36,0.96,Md
2025,2025-09-21T11:45:24.481559Z,-21.2399,55.7121,-0.88,0.49,Md
2025,2025-09-20T07:58:16.924507Z,-21.1064,55.6549,19.99,0.73,Md
2025,2025-09-19T12:06:36.987601Z,-21.1117,55.6742,19.01,1.29,Md
2025,2025-09-19T03:32:46.936286Z,-21.2439,55.7194,-0.18,1.27,Md
2025,2025-09-18T15:15:46.579064Z,-21.2429,55.7129,-0.07,0.64,Md
2025,2025-09-18T09:57:50.437989Z,-21.1345,55.6602,23.58,1.17,Md
2025,2025-09-17T23:49:48.136475Z,-21.1064,55.676,19.01,0.93,Md
2025,2025-09-17T20:01:24.783053Z,-21.1224,55.6541,19.99,0.86,Md
2025,2025-09-16T07:22:46.801900Z,-21.2468,55.7179,0.11,2.0,Md
2025,2025-09-15T18:32:45.822563Z,-20.9484,55.4534,10.15,1.59,Md
2025,2025-09-15T03:40:27.665621Z,-21.1053,55.6473,17.68,1.71,Md
2025,2025-09-01T02:12:37.416912Z,-21.1923,55.5348,21.01,1.32,Md
2025,2025-08-29T11:33:19.080339Z,-21.2224,55.7008,16.48,0.62,Md
2025,2025-08-28T09:41:01.165620Z,-21.2217,55.7107,2.66,0.16,Md
2025,2025-08-28T05:44:12.008223Z,-21.1129,55.6543,15.18,1.45,Md
2025,2025-08-27T08:43:21.883143Z,-21.1822,55.4357,13.57,0.8,Md
2025,2025-08-25T15:50:16.715223Z,-21.2251,55.6861,20.51,0.84,Md
2025,2025-08-21T13:38:47.372932Z,-20.9567,55.4402,11.8,1.23,Md
2025,2025-08-20T21:04:51.423763Z,-21.0205,55.391,13.0,0.76,Md
2025,2025-08-17T16:07:44.806230Z,-21.2503,55.7628,2.26,0.28,Md
2025,2025-08-16T08:35:26.977737Z,-21.2587,55.7431,1.77,1.09,Md
2025,2025-08-11T09:49:08.988288Z,-21.2432,55.7112,-0.15,1.27,Md
2025,2025-08-11T04:36:37.098879Z,-21.0029,55.5826,10.01,1.15,Md
2025,2025-08-11T03:21:37.872772Z,-21.0047,55.5917,11.09,1.13,Md
2025,2025-08-09T10:21:25.298532Z,-20.9411,55.4543,12.83,1.88,Md
2025,2025-08-06T14:38:42.104385Z,-21.1987,55.4878,21.42,0.78,Md
2025,2025-08-03T13:36:27.325534Z,-21.2437,55.7146,-0.03,1.15,Md
2025,2025-07-30T19:48:51.049978Z,-20.9476,55.2453,25.66,1.71,Md
2025,2025-07-18T11:48:45.666582Z,-21.1671,55.4982,22.95,0.84,Md
2025,2025-07-17T22:34:56.666298Z,-21.2444,55.7174,-0.17,1.58,Md
2025,2025-07-15T15:06:33.176536Z,-20.9456,55.4516,11.92,0.93,Md
2025,2025-07-14T10:58:48.362944Z,-20.954,55.4434,11.94,0.87,Md
2025,2025-07-13T02:10:53.017924Z,-21.2505,55.6058,19.64,0.79,Md
2025,2025-07-06T11:46:00.393939Z,-21.2426,55.7123,-0.21,1.08,Md
2025,2025-07-02T13:56:59.325375Z,-21.2436,55.714,-0.39,0.3,Md
2025,2025-07-02T03:01:51.254819Z,-21.0504,55.5487,14.78,0.89,Md
2025,2025-07-01T15:21:12.658480Z,-21.0397,55.5481,14.75,0.96,Md
2025,2025-06-29T06:02:04.893402Z,-21.2594,55.7457,14.3,0.89,Md
2025,2025-06-26T18:51:41.739178Z,-20.9545,55.4402,12.01,0.88,Md
2025,2025-06-25T20:48:11.764598Z,-21.0125,55.452,11.33,0.51,Md
2025,2025-06-25T20:16:12.286241Z,-21.0073,55.454,10.43,0.38,Md
2025,2025-06-24T21:09:27.976200Z,-21.0707,55.3873,13.2,1.03,Md
2025,2025-06-23T18:23:40.668180Z,-20.9594,55.4379,11.21,1.38,Md
2025,2025-06-22T07:37:33.346265Z,-20.9415,55.4319,12.69,1.54,Md
2025,2025-06-22T00:20:53.925803Z,-21.1849,55.4394,22.57,1.39,Md
2025,2025-06-21T03:54:45.142903Z,-20.9951,55.3794,14.4,1.24,Md
2025,2025-06-19T07:53:52.327508Z,-21.243,55.7119,-0.16,1.13,Md
2025,2025-06-12T22:27:38.028723Z,-21.2543,55.7642,2.54,0.37,Md
2025,2025-06-11T16:26:08.793285Z,-21.2362,55.6664,22.55,0.81,Md
2025,2025-06-11T16:24:23.765638Z,-21.2291,55.6719,22.73,0.71,Md
2025,2025-06-09T18:52:05.708037Z,-21.1135,55.6742,21.07,1.13,Md
2025,2025-06-09T09:56:48.866377Z,-21.2121,55.7058,21.84,0.27,Md
2025,2025-06-09T02:24:52.593434Z,-21.0482,55.5316,14.14,1.17,Md
2025,2025-06-08T23:28:31.912561Z,-21.244,55.715,-0.46,0.63,Md
2025,2025-06-07T03:09:13.652900Z,-21.242,55.6881,18.3,1.39,Md
2025,2025-06-03T00:14:51.074002Z,-20.9438,55.4392,12.88,0.95,Md
2025,2025-06-01T00:03:25.444921Z,-21.0517,55.5257,13.28,0.94,Md
2025,2025-05-30T14:25:44.748918Z,-21.2461,55.7172,-0.39,0.82,Md
2025,2025-05-29T23:40:33.288411Z,-21.2427,55.7136,-0.5,0.49,Md
2025,2025-05-27T15:57:48.187129Z,-21.244,55.7131,-0.25,0.63,Md
2025,2025-05-27T06:09:00.517602Z,-21.0493,55.3826,13.99,1.88,Md
2025,2025-05-26T23:41:06.890792Z,-21.0486,55.3824,13.82,1.72,Md
2025,2025-05-24T00:27:57.969470Z,-21.0205,55.4282,11.38,1.94,Md
2025,2025-05-23T19:04:13.810793Z,-20.9563,55.4352,11.17,1.62,Md
2025,2025-05-18T07:02:26.569580Z,-20.9558,55.4329,11.33,1.93,Md
2025,2025-05-11T00:59:01.836028Z,-21.1209,55.6382,18.01,0.99,Md
2025,2025-05-08T17:45:43.944296Z,-20.9609,55.4336,11.27,2.37,Md
2025,2025-04-26T09:14:36.573972Z,-20.9996,55.2387,26.81,2.03,Md
2025,2025-04-26T01:05:16.464764Z,-20.9427,55.4426,11.83,1.11,Md
2025,2025-04-21T22:24:17.272399Z,-20.9525,55.4399,10.87,1.37,Md
2025,2025-04-20T02:59:21.212672Z,-20.963,55.3212,21.05,1.3,Md
2025,2025-04-19T17:15:21.960609Z,-20.9454,55.4495,11.52,0.87,Md
2025,2025-04-14T16:12:03.281842Z,-20.9552,55.4358,11.45,1.91,Md
2025,2025-04-14T16:04:35.265297Z,-20.9575,55.433,11.33,2.42,Md
2025,2025-04-12T08:08:42.523409Z,-21.2443,55.7101,-1.14,0.5,Md
2025,2025-04-08T14:35:37.110698Z,-20.9508,55.4523,11.01,1.13,Md
2025,2025-04-05T20:34:46.759334Z,-21.1945,55.5089,22.15,1.63,Md
2025,2025-04-02T01:12:43.824308Z,-21.1184,55.619,17.85,0.91,Md
2025,2025-04-01T09:37:18.740091Z,-21.1488,55.6109,19.06,0.98,Md
2025,2025-03-29T05:34:18.878462Z,-21.2416,55.7883,12.19,0.87,Md
2025,2025-03-21T01:50:55.878403Z,-21.0106,55.4526,11.03,1.22,Md
2025,2025-03-18T08:35:40.841540Z,-21.2459,55.4641,19.83,1.32,Md
2025,2025-03-16T05:48:58.786911Z,-20.9441,55.4481,11.91,0.94,Md
2025,2025-03-15T19:28:13.108596Z,-21.0124,55.4444,11.37,1.37,Md
2025,2025-03-13T12:39:57.352964Z,-21.0445,55.5268,13.43,1.0,Md
2025,2025-03-11T14:55:58.859494Z,-20.9226,55.4503,13.8,1.25,Md
2025,2025-03-10T07:27:12.287650Z,-21.1811,55.5732,20.89,1.47,Md
2025,2025-03-08T16:30:21.994773Z,-21.257,55.7035,6.48,0.55,Md
2025,2025-03-06T21:08:11.062372Z,-20.9499,55.4399,11.64,1.79,Md
2025,2025-02-21T07:21:15.587093Z,-20.9981,55.4457,12.58,1.03,Md
2025,2025-02-20T23:32:48.494377Z,-21.2376,55.6985,6.45,0.5,Md
2025,2025-02-19T10:24:16.858441Z,-20.9981,55.4443,12.51,1.25,Md
2025,2025-02-19T07:38:07.730838Z,-21.244,55.7185,-0.73,1.47,Md
2025,2025-02-18T09:50:31.911945Z,-21.2079,55.5205,22.18,1.82,Md
2025,2025-02-17T04:06:04.164569Z,-21.2447,55.7185,-0.67,1.21,Md
2025,2025-02-14T19:27:25.063945Z,-20.9568,55.4516,26.72,1.28,Md
2025,2025-02-13T17:39:42.626032Z,-21.2026,55.4597,15.13,1.01,Md
2025,2025-02-12T08:40:02.063111Z,-21.242,55.7138,-0.56,0.61,Md
2025,2025-02-12T01:04:12.101748Z,-21.2593,55.7656,12.37,0.85,Md
2025,2025-02-07T04:39:38.926663Z,-21.4948,55.8,27.18,2.25,Md
2025,2025-02-06T19:54:10.884147Z,-20.9494,55.4417,11.33,1.14,Md
2025,2025-02-06T17:50:40.630546Z,-21.1472,55.4226,11.28,2.28,Md
2025,2025-02-02T06:54:06.623605Z,-20.9999,55.4466,12.46,1.18,Md
2025,2025-01-31T18:37:28.123693Z,-21.0503,55.5264,12.92,1.03,Md
2025,2025-01-31T13:29:43.087998Z,-21.2434,55.6981,6.61,0.5,Md
2025,2025-01-27T16:53:20.521747Z,-21.2432,55.6979,6.8,0.5,Md
2025,2025-01-26T22:57:48.270601Z,-20.94,55.4407,12.15,0.94,Md
2025,2025-01-25T23:13:15.397343Z,-20.9211,55.2613,25.02,1.67,Md
2025,2025-01-25T10:58:43.123614Z,-21.2405,55.6983,6.68,0.6,Md
2025,2025-01-24T12:56:32.897863Z,-21.0883,55.4126,12.63,1.25,Md
2025,2025-01-21T00:29:18.199613Z,-20.9517,55.4371,11.47,1.12,Md
2025,2025-01-20T20:10:03.295298Z,-21.242,55.7159,-0.61,0.71,Md
2025,2025-01-17T15:51:51.100754Z,-21.2426,55.7136,-0.85,0.41,Md
2025,2025-01-17T12:22:25.611982Z,-21.2423,55.6988,6.77,0.66,Md
2025,2025-01-15T16:39:53.471802Z,-20.9441,55.4357,11.69,0.9,Md
2025,2025-01-12T20:03:03.153606Z,-21.2544,55.7624,3.14,0.91,Md
2025,2025-01-06T03:44:18.617106Z,-21.0731,55.4865,19.17,1.9,Md
2024,2024-12-29T23:00:39.455671Z,-20.974,55.4414,11.57,1.29,Md
2024,2024-12-29T13:33:57.779949Z,-21.2267,55.5229,20.77,1.59,Md
2024,2024-12-22T13:30:15.234134Z,-21.0548,55.525,12.29,1.31,Md
2024,2024-12-18T11:51:39.964723Z,-20.9539,55.445,13.55,1.52,Md
2024,2024-12-15T19:04:40.977614Z,-21.2463,55.7025,7.16,1.0,Md
2024,2024-12-07T01:26:02.394362Z,-21.2442,55.7182,-0.71,0.58,Md
2024,2024-12-02T23:29:00.217747Z,-21.2213,55.7851,12.75,1.21,Md
2024,2024-12-01T18:19:19.460499Z,-21.2428,55.714,-0.37,1.31,Md
2024,2024-12-01T15:28:21.740481Z,-21.0751,55.4013,17.68,0.99,Md
2024,2024-11-28T22:33:19.496138Z,-21.0137,55.4522,10.26,1.28,Md
2024,2024-11-28T21:10:40.614897Z,-20.9655,55.4418,10.91,1.18,Md
2024,2024-11-19T22:00:32.216731Z,-20.9883,55.4447,11.06,0.66,Md
2024,2024-11-16T23:14:35.485806Z,-20.9738,55.4453,11.12,1.05,Md
2024,2024-11-14T17:52:34.289355Z,-21.0182,55.6066,13.0,1.36,Md
2024,2024-11-13T22:12:07.958307Z,-21.011,55.6111,13.89,1.25,Md
2024,2024-11-12T13:37:06.178789Z,-21.244,55.7145,-0.48,0.75,Md
2024,2024-11-10T20:26:40.012422Z,-21.0508,55.525,12.0,1.01,Md
2024,2024-11-08T00:51:48.589988Z,-20.9499,55.4344,14.11,1.15,Md
2024,2024-11-07T16:10:41.911542Z,-21.2426,55.7145,-0.51,0.44,Md
2024,2024-11-06T16:39:07.052832Z,-21.2507,55.7604,2.93,0.53,Md
2024,2024-11-05T16:41:06.624822Z,-21.0526,55.5264,11.79,0.8,Md
2024,2024-10-22T17:43:26.251724Z,-21.0517,55.5241,13.0,0.95,Md
2024,2024-10-22T02:46:08.166439Z,-21.5133,55.2762,27.21,2.03,Md
2024,2024-10-20T23:02:33.066935Z,-20.9905,55.4525,12.0,0.61,Md
2024,2024-10-20T06:58:12.515311Z,-20.9476,55.4394,11.54,1.13,Md
2024,2024-10-20T02:39:36.685759Z,-21.2442,55.7127,-0.44,1.18,Md
2024,2024-10-18T05:42:14.475455Z,-21.0441,55.5263,13.34,0.88,Md
2024,2024-10-17T18:38:51.031798Z,-21.0061,55.3497,16.02,1.05,Md
2024,2024-10-17T04:34:48.166883Z,-21.2443,55.7064,7.97,1.26,Md
2024,2024-10-15T14:45:02.139602Z,-21.2444,55.7178,-0.69,1.17,Md
2024,2024-10-15T01:59:58.394024Z,-21.2438,55.7159,-0.56,0.28,Md
2024,2024-10-13T04:37:16.895626Z,-21.2258,55.5141,22.93,1.19,Md
2024,2024-10-13T03:10:41.866788Z,-21.0122,55.451,17.71,0.82,Md
2024,2024-10-10T06:17:57.903189Z,-20.9959,55.4227,14.11,0.98,Md
2024,2024-10-04T19:22:41.200675Z,-21.0383,55.3397,19.92,1.65,Md
2024,2024-10-04T15:17:15.813559Z,-21.3108,55.6972,9.74,0.58,Md
2024,2024-10-01T18:03:03.648732Z,-21.2428,55.7158,-0.11,0.55,Md
2024,2024-10-01T17:16:07.680689Z,-21.0311,55.5166,14.5,1.3,Md
2024,2024-10-01T13:44:36.254262Z,-21.2432,55.7135,-0.71,0.46,Md
2024,2024-09-30T15:50:19.932908Z,-20.9517,55.4394,11.35,1.07,Md
2024,2024-09-29T16:45:38.574335Z,-21.0302,55.5446,19.0,1.56,Md
2024,2024-09-22T19:36:11.955112Z,-20.9458,55.4422,12.05,1.01,Md
2024,2024-09-17T23:43:21.800474Z,-20.9994,55.448,12.49,0.95,Md
2024,2024-09-08T23:57:45.188209Z,-20.9394,55.4538,11.68,0.56,Md
2024,2024-09-08T08:02:11.807505Z,-21.2442,55.7132,-0.44,0.75,Md
2024,2024-09-08T00:33:56.638264Z,-20.9432,55.4371,12.0,0.8,Md
2024,2024-09-08T00:12:10.659387Z,-20.9458,55.4389,11.83,0.86,Md
2024,2024-09-06T04:18:19.506737Z,-21.0148,55.4483,17.76,0.76,Md
2024,2024-09-06T04:10:44.502471Z,-21.0173,55.443,20.89,2.63,Md
2024,2024-09-05T00:11:18.631572Z,-21.2451,55.718,-0.57,1.05,Md
2024,2024-08-31T11:47:35.805740Z,-21.1684,55.5467,23.62,1.31,Md
2024,2024-08-31T04:13:41.237045Z,-21.2075,55.474,22.18,1.48,Md
2024,2024-08-31T00:44:51.835098Z,-21.0436,55.5332,13.99,1.16,Md
2024,2024-08-27T13:50:11.543838Z,-21.2444,55.718,-0.77,0.74,Md
2024,2024-08-26T11:41:07.962161Z,-20.947,55.435,11.46,1.37,Md
2024,2024-08-26T03:37:44.314929Z,-21.2195,55.4451,18.98,1.28,Md
2024,2024-08-20T13:44:41.808882Z,-20.9191,55.4044,15.15,1.23,Md
2024,2024-08-20T10:36:56.362865Z,-20.9936,55.4544,11.98,1.04,Md
2024,2024-08-20T03:44:55.969175Z,-21.2006,55.5561,20.9,1.76,Md
2024,2024-08-20T03:26:34.303872Z,-20.9423,55.4385,12.22,0.91,Md
2024,2024-08-19T13:30:17.074967Z,-21.1106,55.6362,19.0,1.27,Md
2024,2024-08-18T15:03:54.630122Z,-21.0758,55.4098,12.37,0.97,Md
2024,2024-08-10T04:29:11.193212Z,-21.2431,55.7152,-0.38,0.64,Md
2024,2024-08-07T09:10:34.883196Z,-21.2447,55.7185,-0.66,0.49,Md
2024,2024-08-03T17:50:41.053361Z,-21.2592,55.7604,2.41,0.32,Md
2024,2024-08-02T22:58:11.607100Z,-21.1613,55.5981,20.18,0.94,Md
2024,2024-08-02T12:48:03.150155Z,-20.9213,55.4471,13.7,1.13,Md
2024,2024-08-02T00:20:51.760792Z,-21.1327,55.6283,21.24,1.02,Md
2024,2024-07-31T22:03:08.296568Z,-21.2432,55.7126,-0.57,0.68,Md
2024,2024-07-31T11:40:35.003590Z,-21.0302,55.5469,19.68,1.27,Md
2024,2024-07-28T02:42:20.896718Z,-21.0997,55.6373,19.01,1.09,Md
2024,2024-07-27T20:22:07.930707Z,-21.2383,55.7986,13.14,1.34,Md
2024,2024-07-25T22:35:17.165225Z,-21.2441,55.7172,-0.64,0.4,Md
2024,2024-07-25T12:45:51.815200Z,-21.0124,55.4485,11.13,1.26,Md
2024,2024-07-25T09:39:04.656414Z,-21.0079,55.4485,10.99,1.98,Md
2024,2024-07-24T23:40:42.569463Z,-21.1008,55.62,18.13,1.22,Md
2024,2024-07-23T21:01:35.094628Z,-20.9709,55.4276,12.61,0.89,Md
2024,2024-07-23T17:42:53.046883Z,-21.2438,55.7152,-0.31,0.61,Md
2024,2024-07-22T23:05:49.359646Z,-21.0021,55.5955,13.89,1.3,Md
2024,2024-07-22T22:09:10.973338Z,-20.9994,55.448,12.49,1.28,Md
2024,2024-07-20T21:24:45.485742Z,-20.9271,55.4324,13.77,1.17,Md
2024,2024-07-17T19:53:20.398659Z,-21.245,55.7177,-0.52,1.78,Md
2024,2024-07-15T11:07:46.122959Z,-20.9311,55.4356,12.2,1.06,Md
2024,2024-07-15T09:16:02.069214Z,-21.1052,55.6306,19.8,1.35,Md
2024,2024-07-13T20:36:53.846405Z,-21.3452,55.8434,17.51,1.77,Md
2024,2024-07-13T05:19:18.597812Z,-21.2517,55.761,2.7,0.63,Md
2024,2024-06-21T21:10:23.890913Z,-21.2157,55.4807,26.14,1.63,Md
2024,2024-06-21T13:06:42.617204Z,-21.0709,55.6575,18.52,0.95,Md
2024,2024-06-21T08:27:43.968055Z,-20.9445,55.4385,11.81,0.93,Md
2024,2024-06-20T14:19:31.224970Z,-21.0907,55.6363,25.21,0.94,Md
2024,2024-06-19T23:15:27.433407Z,-20.9458,55.4403,11.79,1.05,Md
2024,2024-06-17T21:09:27.597050Z,-21.0139,55.451,11.46,1.17,Md
2024,2024-06-17T06:36:04.712690Z,-20.9365,55.4338,12.97,1.2,Md
2024,2024-06-16T23:24:52.283348Z,-20.9463,55.4394,11.98,0.9,Md
2024,2024-06-16T09:02:56.686603Z,-21.097,55.6345,19.21,0.84,Md
2024,2024-06-16T01:06:56.480573Z,-21.2447,55.7171,-0.69,0.35,Md
2024,2024-06-15T11:46:56.168584Z,-21.0427,55.5263,13.72,0.85,Md
2024,2024-06-13T23:57:43.133478Z,-21.241,55.713,-0.59,0.32,Md
2024,2024-06-12T09:23:48.051772Z,-21.0452,55.5183,11.56,0.64,Md
2024,2024-06-09T21:01:06.227767Z,-20.9932,55.4516,11.98,0.8,Md
2024,2024-06-09T05:29:42.681552Z,-21.2524,55.7764,14.22,0.65,Md
2024,2024-06-08T22:02:27.168333Z,-20.9432,55.4389,11.96,0.94,Md
2024,2024-06-08T19:10:28.959212Z,-21.0952,55.651,15.48,1.31,Md
2024,2024-06-08T17:21:28.888080Z,-21.0445,55.5273,13.38,1.17,Md
2024,2024-06-08T17:08:25.319453Z,-20.9396,55.4389,12.46,1.53,Md
2024,2024-06-08T07:34:34.194450Z,-20.9432,55.4426,11.98,1.05,Md
2024,2024-06-07T08:20:22.530459Z,-20.9383,55.4329,11.91,1.01,Md
2024,2024-06-06T21:45:51.270496Z,-21.2447,55.7141,-1.24,0.3,Md
2024,2024-06-05T14:27:53.837741Z,-21.2445,55.7154,-0.78,0.51,Md
2024,2024-06-05T00:00:15.755484Z,-20.9414,55.4316,11.93,0.83,Md
2024,2024-06-04T17:35:34.652301Z,-21.0414,55.5332,13.36,1.13,Md
2024,2024-06-02T20:40:20.424930Z,-21.0503,55.5287,13.02,0.83,Md
2024,2024-06-02T01:07:15.123291Z,-20.9575,55.4808,10.38,1.08,Md
2024,2024-05-29T12:27:20.872572Z,-21.2418,55.7127,-0.64,0.4,Md
2024,2024-05-28T18:05:24.118974Z,-21.0347,55.5336,13.24,0.82,Md
2024,2024-05-28T07:16:34.000585Z,-21.0434,55.5284,13.83,1.38,Md
2024,2024-05-27T19:44:36.928826Z,-21.0485,55.5282,12.54,1.22,Md
2024,2024-05-22T10:23:01.703764Z,-21.0606,55.5375,15.64,0.94,Md
2024,2024-05-21T21:39:25.085489Z,-20.9311,55.4412,12.05,0.76,Md
2024,2024-05-21T20:14:20.241357Z,-20.9298,55.4444,13.09,1.26,Md
2024,2024-05-19T10:19:14.577062Z,-20.9914,55.5008,10.94,1.24,Md
2024,2024-05-17T19:31:21.888842Z,-20.965,55.4409,24.33,1.68,Md
2024,2024-05-16T01:05:30.453042Z,-21.2453,55.7139,-0.46,1.43,Md
2024,2024-05-14T20:19:06.034584Z,-21.2441,55.7149,-0.49,0.54,Md
2024,2024-05-12T20:55:28.614153Z,-20.9454,55.4445,12.0,1.12,Md
2024,2024-05-12T07:15:23.676932Z,-20.9284,55.4361,12.88,1.08,Md
2024,2024-05-08T19:19:27.772681Z,-20.9434,55.4387,12.23,1.3,Md
2024,2024-05-08T19:16:54.158790Z,-20.9452,55.4405,12.04,1.11,Md
2024,2024-05-07T16:55:26.871120Z,-20.9476,55.4385,11.49,1.04,Md
2024,2024-05-06T14:56:38.692012Z,-20.9141,55.408,14.86,1.46,Md
2024,2024-05-04T00:59:07.595009Z,-20.9443,55.4369,11.65,0.98,Md
2024,2024-05-03T21:16:37.310457Z,-21.2458,55.7146,-0.63,0.51,Md
2024,2024-05-03T21:08:23.183938Z,-21.2451,55.7155,-0.83,0.46,Md
2024,2024-05-02T05:22:24.711005Z,-21.2425,55.7156,-0.41,0.18,Md
2024,2024-05-01T23:10:07.040380Z,-20.9476,55.6098,16.41,1.01,Md
2024,2024-05-01T13:18:24.625669Z,-21.0597,55.5306,13.07,0.93,Md
2024,2024-05-01T09:04:21.545844Z,-21.233,55.7027,0.8,0.54,Md
2024,2024-04-28T20:29:59.626140Z,-21.0436,55.525,12.95,0.87,Md
2024,2024-04-26T12:51:22.307660Z,-21.248,55.7645,2.78,0.56,Md
2024,2024-04-25T03:46:39.543825Z,-21.0863,55.3963,14.27,0.94,Md
2024,2024-04-23T09:44:54.924623Z,-21.242,55.715,-0.09,0.91,Md
2024,2024-04-22T23:43:28.042942Z,-20.9383,55.4522,12.49,1.24,Md
2024,2024-04-22T09:46:09.452205Z,-21.222,55.7495,13.11,0.86,Md
2024,2024-04-21T07:42:37.132200Z,-21.244,55.7171,-0.73,0.59,Md
2024,2024-04-20T20:42:26.397431Z,-20.9443,55.4405,12.09,1.07,Md
2024,2024-04-20T14:46:20.891329Z,-20.9441,55.4394,11.93,0.99,Md
2024,2024-04-16T05:26:48.517904Z,-21.41,55.9053,27.81,1.99,Md
2024,2024-04-15T21:32:38.657852Z,-21.2438,55.7152,-0.44,0.36,Md
2024,2024-04-15T19:32:08.685138Z,-20.9851,55.5981,15.39,1.38,Md
2024,2024-04-15T03:41:01.824272Z,-21.264,55.6154,19.79,1.18,Md
2024,2024-04-14T10:34:17.005506Z,-21.1276,55.5632,15.47,0.99,Md
2024,2024-04-14T02:46:19.126152Z,-20.9458,55.4412,12.03,1.05,Md
2024,2024-04-13T10:41:33.771669Z,-20.9409,55.4389,12.15,0.78,Md
2024,2024-04-12T06:35:13.210990Z,-20.9467,55.4385,11.3,0.92,Md
2024,2024-04-11T19:32:19.900877Z,-21.0001,55.4432,12.45,1.08,Md
2024,2024-04-11T11:25:59.596418Z,-20.9927,55.4511,11.33,0.98,Md
2024,2024-04-09T21:28:22.364318Z,-20.9472,55.4362,10.96,1.07,Md
2024,2024-04-09T10:43:10.601781Z,-20.9458,55.4422,10.72,0.91,Md
2024,2024-04-07T13:00:02.196698Z,-21.2418,55.7148,-0.5,0.56,Md
2024,2024-04-06T11:11:23.840069Z,-21.2423,55.714,-0.52,0.58,Md
2024,2024-04-05T02:51:42.205175Z,-20.9467,55.4389,11.69,1.47,Md
2024,2024-04-04T16:45:44.623484Z,-21.2437,55.7158,-0.59,0.67,Md
2024,2024-04-03T23:04:19.418000Z,-20.9481,55.4371,11.42,1.05,Md
2024,2024-04-01T00:52:39.981687Z,-21.0222,55.5469,13.19,0.88,Md
2024,2024-04-01T00:14:33.926877Z,-21.0271,55.546,13.07,0.88,Md
2024,2024-03-30T02:28:17.394306Z,-21.0952,55.605,19.6,1.08,Md
2024,2024-03-27T16:25:06.528223Z,-21.0095,55.4519,9.96,0.77,Md
2024,2024-03-27T13:44:08.938788Z,-21.2447,55.7111,-0.89,0.22,Md
2024,2024-03-26T10:04:33.500255Z,-21.2458,55.7169,-0.38,1.05,Md
