annee,date,latitude,longitude,profondeur_km,magnitude,type_magnitude
2026,2026-06-24T23:15:39.648149Z,-21.1918,55.4985,22.54,0.81,Md
2026,2026-06-24T05:23:04.958618Z,-21.1662,55.5588,16.43,0.91,Md
2026,2026-06-23T02:48:54.393909Z,-20.9525,55.4386,11.67,1.49,Md
2026,2026-06-22T07:26:08.544946Z,-21.1967,55.6916,4.32,0.18,Md
2026,2026-06-18T15:47:27.606404Z,-21.2436,55.7025,6.71,0.69,Md
2026,2026-06-18T15:46:26.098000Z,-21.2467,55.7021,7.04,0.99,Md
2026,2026-06-17T00:54:46.689062Z,-21.0491,55.2988,19.51,1.65,Md
2026,2026-06-16T18:44:33.429629Z,-21.241,55.7134,-0.24,0.74,Md
2026,2026-06-15T19:25:07.973817Z,-21.2458,55.6975,7.18,0.64,Md
2026,2026-06-13T22:54:57.554525Z,-20.9502,55.428,10.29,1.85,Md
2026,2026-06-13T16:33:00.088795Z,-21.2454,55.7012,6.69,0.71,Md
2026,2026-06-13T16:31:13.401345Z,-21.2449,55.6998,6.81,1.06,Md
2026,2026-06-13T15:34:15.499428Z,-21.0189,55.2824,20.79,1.16,Md
2026,2026-06-12T20:59:41.727768Z,-20.9101,55.3113,23.84,1.86,Md
2026,2026-06-12T00:13:37.526785Z,-20.8938,55.6036,22.3,2.39,Md
2026,2026-06-05T06:11:05.197342Z,-21.1323,55.6367,20.93,0.86,Md
2026,2026-05-31T12:44:47.165464Z,-20.9567,55.4352,11.21,1.31,Md
2026,2026-05-31T11:24:13.543340Z,-21.2445,55.692,7.54,0.2,Md
2026,2026-05-29T15:32:02.374772Z,-21.2463,55.7007,6.57,0.57,Md
2026,2026-05-27T03:16:58.672449Z,-21.0261,55.5267,21.35,1.2,Md
2026,2026-05-26T02:50:58.774756Z,-21.2458,55.7062,6.5,0.19,Md
2026,2026-05-25T21:06:10.728827Z,-21.1294,55.5533,12.53,0.55,Md
2026,2026-05-24T09:20:27.856562Z,-21.2485,55.7035,7.16,0.82,Md
2026,2026-05-24T09:14:34.055294Z,-21.2471,55.7026,7.02,0.4,Md
2026,2026-05-23T21:34:05.664964Z,-21.2458,55.7039,7.35,0.56,Md
2026,2026-05-23T14:54:49.569635Z,-21.248,55.6948,6.88,0.59,Md
2026,2026-05-23T06:08:23.961161Z,-21.1171,55.6237,19.05,0.83,Md
2026,2026-05-23T00:30:39.974558Z,-20.9937,55.462,11.4,1.07,Md
2026,2026-05-22T22:52:15.475448Z,-20.9665,55.4352,12.15,1.45,Md
2026,2026-05-22T19:40:10.537019Z,-20.9576,55.4365,11.26,1.49,Md
2026,2026-05-22T15:55:28.110841Z,-21.0341,55.5065,19.34,1.27,Md
2026,2026-05-21T19:47:57.659706Z,-21.0234,55.3761,19.1,0.86,Md
2026,2026-05-20T20:20:38.740217Z,-21.2427,55.7025,6.55,1.03,Md
2026,2026-05-20T20:03:20.466695Z,-20.9746,55.4343,13.56,2.08,Md
2026,2026-05-20T08:44:23.672238Z,-21.2449,55.7021,6.76,0.7,Md
2026,2026-05-20T00:49:23.676086Z,-21.2449,55.6993,7.04,0.57,Md
2026,2026-05-18T15:46:30.583867Z,-21.2436,55.7021,5.82,0.22,Md
2026,2026-05-18T14:44:34.670563Z,-21.2608,55.5291,23.98,1.0,Md
2026,2026-05-18T06:57:04.716890Z,-20.9442,55.4314,11.0,0.91,Md
2026,2026-05-18T03:43:05.196522Z,-20.9509,55.4287,10.11,1.36,Md
2026,2026-05-17T20:26:19.040928Z,-21.074,55.4629,5.82,0.52,Md
2026,2026-05-15T08:59:10.045928Z,-21.1856,55.4102,8.21,1.02,Md
2026,2026-05-15T08:35:09.269141Z,-21.1842,55.407,8.29,1.04,Md
2026,2026-05-15T08:29:57.465083Z,-21.1791,55.4031,6.8,1.21,Md
2026,2026-05-15T04:07:16.660624Z,-21.1825,55.4047,7.49,1.14,Md
2026,2026-05-13T19:51:25.504191Z,-21.2435,55.7135,-0.66,0.69,Md
2026,2026-05-11T00:36:09.033456Z,-21.0825,55.3968,19.51,1.23,Md
2026,2026-05-10T18:15:14.936555Z,-21.2467,55.7012,6.6,0.58,Md
2026,2026-04-29T18:07:36.850177Z,-21.0995,55.6413,23.61,1.57,Md
2026,2026-04-29T08:22:15.930195Z,-21.242,55.7,6.96,0.52,Md
2026,2026-04-28T02:37:34.780766Z,-21.2364,55.6965,6.76,0.42,Md
2026,2026-04-25T10:43:08.676547Z,-20.9201,55.4354,14.0,0.97,Md
2026,2026-04-24T15:07:06.909176Z,-21.1236,55.5528,16.3,0.73,Md
2026,2026-04-23T13:15:54.382514Z,-21.2583,55.6967,12.76,0.76,Md
2026,2026-04-23T04:52:42.557356Z,-21.2487,55.5874,18.98,0.89,Md
2026,2026-04-21T02:00:06.856792Z,-21.0018,55.4441,13.0,1.77,Md
2026,2026-04-20T16:05:02.590139Z,-20.9576,55.4471,12.34,1.44,Md
2026,2026-04-20T12:31:04.648219Z,-20.954,55.4448,12.29,1.19,Md
2026,2026-04-20T12:05:27.957725Z,-20.9585,55.4361,11.31,1.2,Md
2026,2026-04-20T00:40:42.603346Z,-21.0424,55.5537,11.99,1.34,Md
2026,2026-04-19T23:40:17.008801Z,-21.2458,55.7058,6.15,0.56,Md
2026,2026-04-17T23:19:10.320582Z,-21.2447,55.6991,7.05,0.57,Md
2026,2026-04-17T18:39:31.484415Z,-21.2467,55.7035,6.6,0.6,Md
2026,2026-04-17T13:55:41.256072Z,-21.2436,55.703,7.07,0.51,Md
2026,2026-04-16T23:58:11.425174Z,-21.2418,55.7007,6.57,0.84,Md
2026,2026-04-15T21:57:23.389145Z,-21.2454,55.7099,6.29,0.58,Md
2026,2026-04-13T17:33:46.540417Z,-21.1405,55.4394,18.83,0.74,Md
2026,2026-04-13T15:05:16.281691Z,-21.2401,55.7118,-0.92,0.65,Md
2026,2026-04-13T08:07:16.923357Z,-21.0319,55.585,8.81,1.34,Md
2026,2026-04-13T05:34:57.150608Z,-21.2463,55.7136,-1.07,0.73,Md
2026,2026-04-12T23:36:16.652219Z,-21.2455,55.713,-0.52,1.69,Md
2026,2026-04-12T22:51:09.239691Z,-21.2453,55.7121,-1.04,0.45,Md
2026,2026-04-12T21:47:31.871959Z,-21.2444,55.7121,-0.69,1.65,Md
2026,2026-04-12T21:18:34.103689Z,-21.2453,55.7119,-0.66,0.32,Md
2026,2026-04-12T21:04:30.689406Z,-21.2431,55.715,-0.18,0.15,Md
2026,2026-04-12T20:58:10.209998Z,-21.2459,55.7156,-0.63,0.5,Md
2026,2026-04-12T20:53:09.584971Z,-21.2406,55.7128,-0.5,1.06,Md
2026,2026-04-12T19:45:17.730346Z,-21.2406,55.7128,-0.72,0.17,Md
2026,2026-04-12T18:33:20.361883Z,-21.2459,55.7146,-0.28,0.82,Md
2026,2026-04-12T15:19:34.389496Z,-21.2467,55.7122,-1.07,0.56,Md
2026,2026-04-12T14:03:21.499802Z,-21.2406,55.7098,-0.93,0.07,Md
2026,2026-04-12T12:46:13.685031Z,-21.245,55.7155,-0.65,2.27,Md
2026,2026-04-12T12:17:01.983067Z,-21.2446,55.7135,-0.53,0.6,Md
2026,2026-04-12T11:11:17.987472Z,-21.2449,55.7118,-0.74,1.33,Md
2026,2026-04-12T10:40:45.225485Z,-21.2427,55.7094,-1.16,0.44,Md
2026,2026-04-12T10:34:25.769716Z,-21.2453,55.7119,-0.65,1.65,Md
2026,2026-04-12T10:22:10.467452Z,-21.2432,55.7102,-1.19,0.02,Md
2026,2026-04-12T10:14:26.972966Z,-21.2453,55.713,-0.71,1.44,Md
2026,2026-04-12T09:31:44.120378Z,-21.2475,55.7135,-0.35,0.11,Md
2026,2026-04-12T05:21:25.746042Z,-21.2416,55.7124,-0.52,0.37,Md
2026,2026-04-12T03:39:09.291321Z,-21.2444,55.7132,-0.84,0.01,Md
2026,2026-04-12T02:25:23.599835Z,-21.2457,55.7185,-0.87,1.1,Md
2026,2026-04-12T02:24:16.683962Z,-21.2445,55.715,-0.79,0.26,Md
2026,2026-04-12T02:12:53.642772Z,-21.2406,55.7132,-0.67,0.66,Md
2026,2026-04-12T00:45:52.610899Z,-21.2424,55.7109,-0.69,0.07,Md
2026,2026-04-11T17:59:46.675794Z,-21.2468,55.714,-1.1,0.41,Md
2026,2026-04-11T17:04:08.062601Z,-21.2445,55.7186,-0.41,1.51,Md
2026,2026-04-11T15:43:41.296119Z,-21.2401,55.7116,-0.46,0.5,Md
2026,2026-04-11T12:20:02.337413Z,-21.2444,55.7126,-0.51,0.38,Md
2026,2026-04-11T09:48:51.085419Z,-21.2441,55.7199,-0.47,0.42,Md
2026,2026-04-11T05:51:52.568817Z,-21.2457,55.7146,-0.5,0.99,Md
2026,2026-04-11T05:38:27.494852Z,-21.2444,55.7112,-0.83,1.83,Md
2026,2026-04-11T05:18:24.232308Z,-21.2463,55.7159,-0.27,0.53,Md
2026,2026-04-10T22:40:45.603286Z,-21.2438,55.712,-0.3,1.03,Md
2026,2026-04-10T22:11:12.469655Z,-21.2444,55.7119,-0.57,1.22,Md
2026,2026-04-07T18:30:08.343595Z,-21.2494,55.7031,7.18,0.49,Md
2026,2026-04-03T15:47:32.936118Z,-21.2454,55.7053,6.48,-0.01,Md
2026,2026-04-03T13:57:21.344316Z,-21.2453,55.716,-0.46,0.5,Md
2026,2026-04-03T08:52:34.780022Z,-21.0825,55.4464,5.33,0.75,Md
2026,2026-04-03T02:25:36.837688Z,-21.2405,55.7145,-0.34,1.21,Md
2026,2026-04-03T01:53:31.200629Z,-21.2466,55.7126,-0.96,0.34,Md
2026,2026-04-02T23:39:43.700752Z,-20.9612,55.4324,12.64,2.13,Md
2026,2026-04-02T20:36:40.024271Z,-21.2427,55.6984,5.92,0.63,Md
2026,2026-04-02T20:25:47.514178Z,-20.952,55.4409,11.18,1.62,Md
2026,2026-04-02T10:03:58.235788Z,-21.2453,55.716,-0.18,1.79,Md
2026,2026-04-02T01:54:53.012929Z,-21.2457,55.7158,-0.31,0.27,Md
2026,2026-04-01T19:04:02.502446Z,-21.2419,55.7185,-0.06,0.32,Md
2026,2026-04-01T16:59:42.664469Z,-21.2471,55.7145,-0.39,0.28,Md
2026,2026-04-01T14:44:30.001051Z,-21.2431,55.7053,5.17,0.42,Md
2026,2026-04-01T11:12:30.150290Z,-21.245,55.719,-0.35,1.34,Md
2026,2026-04-01T08:26:38.899917Z,-21.2428,55.7109,-0.52,0.6,Md
2026,2026-03-31T21:37:26.480399Z,-21.244,55.7117,-0.36,0.95,Md
2026,2026-03-31T20:12:12.797847Z,-21.2459,55.7165,-0.47,1.49,Md
2026,2026-03-31T19:56:49.403545Z,-21.2448,55.7116,-1.24,1.06,Md
2026,2026-03-31T16:16:59.304950Z,-21.2446,55.7121,-0.6,1.17,Md
2026,2026-03-31T04:25:35.866829Z,-21.2471,55.7159,-0.41,0.23,Md
2026,2026-03-30T18:24:02.622338Z,-20.8204,55.4544,20.39,1.95,Md
2026,2026-03-27T22:42:19.633587Z,-21.2436,55.7012,7.09,0.72,Md
2026,2026-03-27T16:32:02.929942Z,-21.2447,55.6991,6.87,0.62,Md
2026,2026-03-27T00:19:43.194626Z,-21.2445,55.7067,5.78,1.07,Md
2026,2026-03-26T09:24:42.199947Z,-21.2436,55.703,7.68,0.5,Md
2026,2026-03-26T03:53:43.176387Z,-21.2494,55.6998,7.98,0.44,Md
2026,2026-03-25T07:26:30.083148Z,-21.2458,55.7136,-0.88,0.53,Md
2026,2026-03-25T07:12:14.799504Z,-21.2449,55.7177,-0.53,0.87,Md
2026,2026-03-25T03:10:01.279214Z,-21.2435,55.7109,-0.96,0.58,Md
2026,2026-03-24T16:14:05.232428Z,-21.2485,55.7118,5.92,0.71,Md
2026,2026-03-24T08:05:22.992257Z,-21.2429,55.7138,-0.45,0.67,Md
2026,2026-03-24T03:36:52.552775Z,-21.2409,55.714,-0.2,0.24,Md
2026,2026-03-24T02:54:57.739227Z,-21.2464,55.7139,-0.49,0.4,Md
2026,2026-03-24T02:49:59.739355Z,-21.2392,55.7153,-0.37,0.45,Md
2026,2026-03-23T05:35:43.349468Z,-21.2432,55.7107,-0.79,-0.01,Md
2026,2026-03-22T15:06:22.928705Z,-21.239,55.7075,-0.96,0.4,Md
2026,2026-03-22T09:39:27.705525Z,-21.2438,55.712,-0.82,0.22,Md
2026,2026-03-22T06:18:44.181439Z,-21.2457,55.7153,-0.31,0.35,Md
2026,2026-03-22T01:21:07.396825Z,-21.2436,55.7104,-1.51,0.36,Md
2026,2026-03-22T00:38:31.403913Z,-21.2405,55.7149,-0.2,0.15,Md
2026,2026-03-21T21:02:10.417595Z,-21.2449,55.7104,-0.76,1.28,Md
2026,2026-03-21T20:29:55.756588Z,-21.2439,55.7109,-0.45,1.62,Md
2026,2026-03-21T11:05:07.636000Z,-21.2442,55.7134,-0.84,0.33,Md
2026,2026-03-21T08:40:33.675553Z,-21.2435,55.7109,-0.64,0.22,Md
2026,2026-03-21T03:54:39.901807Z,-21.2457,55.7151,-0.71,0.59,Md
2026,2026-03-21T03:00:45.818298Z,-21.2449,55.7164,-0.32,0.57,Md
2026,2026-03-20T20:20:27.194374Z,-21.245,55.7167,-0.15,0.53,Md
2026,2026-03-20T16:00:01.913750Z,-21.2457,55.7181,-0.6,1.7,Md
2026,2026-03-20T16:00:01.848589Z,-21.245,55.7192,-0.4,1.59,Md
2026,2026-03-19T19:28:26.936716Z,-21.2454,55.7196,-0.2,1.55,Md
2026,2026-03-19T16:51:47.382324Z,-21.2459,55.7179,-1.18,0.76,Md
2026,2026-03-18T11:32:37.584059Z,-21.2431,55.7182,-0.27,0.61,Md
2026,2026-03-18T05:06:04.345269Z,-21.2358,55.7984,15.4,0.7,Md
2026,2026-03-15T00:35:36.174285Z,-21.1144,55.6347,18.63,1.07,Md
2026,2026-03-07T13:42:28.084621Z,-21.0036,55.4524,12.11,1.39,Md
2026,2026-03-04T21:46:36.492434Z,-21.2428,55.7148,0.06,0.67,Md
2026,2026-02-28T09:02:28.080781Z,-21.0921,55.4931,24.68,1.64,Md
2026,2026-02-24T20:48:02.361613Z,-21.0207,55.4458,11.74,1.41,Md
2026,2026-02-24T12:03:40.868029Z,-21.2458,55.703,7.04,0.5,Md
2026,2026-02-23T20:58:01.479748Z,-21.0901,55.655,19.89,1.15,Md
2026,2026-02-22T09:25:17.974570Z,-21.0147,55.4447,11.5,1.44,Md
2026,2026-02-22T06:35:23.479616Z,-21.0357,55.5527,12.67,0.87,Md
2026,2026-02-22T06:30:11.072649Z,-21.0491,55.5358,14.38,1.0,Md
2026,2026-02-21T04:00:38.570322Z,-21.2455,55.7172,-0.59,0.24,Md
2026,2026-02-19T13:44:54.802996Z,-21.2466,55.7135,-0.56,0.39,Md
2026,2026-02-19T09:21:47.213276Z,-21.2426,55.7096,-0.69,0.65,Md
2026,2026-02-19T08:03:18.491609Z,-21.2463,55.7136,-0.22,0.49,Md
2026,2026-02-19T07:45:48.777064Z,-21.2457,55.7133,-0.52,0.29,Md
2026,2026-02-19T05:28:12.679616Z,-21.2441,55.7174,-0.35,1.98,Md
2026,2026-02-19T05:27:26.890696Z,-21.2449,55.7182,-0.22,0.53,Md
2026,2026-02-19T01:55:55.956811Z,-21.2458,55.7168,-0.46,0.84,Md
2026,2026-02-18T13:43:49.008326Z,-21.2426,55.7192,-0.08,0.67,Md
2026,2026-02-18T09:31:47.277930Z,-21.241,55.7116,-0.72,0.71,Md
2026,2026-02-18T04:14:01.830854Z,-21.2426,55.7123,-0.29,1.16,Md
2026,2026-02-18T00:21:34.368402Z,-21.2415,55.7116,-0.33,0.93,Md
2026,2026-02-17T08:51:58.762742Z,-21.2459,55.7144,-0.62,0.45,Md
2026,2026-02-16T16:13:12.780647Z,-21.2418,55.7127,-0.41,0.22,Md
2026,2026-02-15T12:33:06.652763Z,-21.0018,55.4519,12.27,0.98,Md
2026,2026-02-15T11:20:22.191740Z,-21.2457,55.7133,-0.57,1.29,Md
2026,2026-02-15T09:41:10.366428Z,-21.2441,55.7169,-0.11,1.28,Md
2026,2026-02-15T04:40:13.187667Z,-21.2457,55.7112,-0.76,0.74,Md
2026,2026-02-14T22:37:34.328324Z,-21.2436,55.7122,-0.55,0.53,Md
2026,2026-02-14T10:05:39.672858Z,-21.2458,55.7145,-0.34,0.4,Md
2026,2026-02-14T03:47:03.974658Z,-21.2441,55.7174,-0.37,1.88,Md
2026,2026-02-13T19:04:32.674689Z,-21.2337,55.7412,-0.04,0.69,Md
2026,2026-02-13T08:39:43.645389Z,-21.2476,55.7141,-0.43,0.51,Md
2026,2026-02-13T07:24:54.305508Z,-21.2428,55.7176,-0.28,0.84,Md
2026,2026-02-13T06:55:05.762059Z,-21.2455,55.7153,-0.25,1.23,Md
2026,2026-02-13T06:01:45.902961Z,-21.2459,55.711,-1.34,0.14,Md
2026,2026-02-13T06:00:11.420611Z,-21.2466,55.7117,-0.73,0.53,Md
2026,2026-02-13T05:58:32.102227Z,-21.2455,55.7121,-0.92,0.93,Md
2026,2026-02-13T05:54:45.117035Z,-21.2466,55.7128,-0.71,0.82,Md
2026,2026-02-13T05:54:09.950314Z,-21.2425,55.7188,-3.0,1.59,Md
2026,2026-02-13T05:52:20.562318Z,-21.2464,55.713,-1.33,0.95,Md
2026,2026-02-13T05:49:58.496866Z,-21.247,55.7144,-0.56,1.08,Md
2026,2026-02-13T05:48:10.101971Z,-21.2459,55.7139,-0.74,1.26,Md
2026,2026-02-13T05:42:09.721598Z,-21.2459,55.7142,-0.08,1.4,Md
2026,2026-02-13T05:40:29.647299Z,-21.2466,55.7172,0.08,0.06,Md
2026,2026-02-13T05:39:36.695282Z,-21.2476,55.7145,-0.53,0.48,Md
2026,2026-02-13T05:38:55.400942Z,-21.2475,55.7163,-0.69,0.69,Md
2026,2026-02-13T05:36:55.069301Z,-21.2459,55.7179,-0.49,0.76,Md
2026,2026-02-13T05:34:21.135446Z,-21.2463,55.715,-0.15,0.45,Md
2026,2026-02-13T05:31:59.319316Z,-21.2477,55.7163,-0.91,0.41,Md
2026,2026-02-13T05:31:23.999410Z,-21.248,55.7159,-0.48,0.64,Md
2026,2026-02-13T05:26:58.669194Z,-21.2426,55.7178,0.02,0.85,Md
2026,2026-02-13T05:24:19.915511Z,-21.2468,55.7165,-0.51,0.82,Md
2026,2026-02-13T04:56:47.248466Z,-21.2459,55.716,-0.33,0.95,Md
2026,2026-02-13T04:15:49.273975Z,-21.2438,55.7101,-0.87,0.91,Md
2026,2026-02-13T02:34:06.242558Z,-21.2455,55.7133,-0.15,1.54,Md
2026,2026-02-12T18:46:40.183950Z,-21.2436,55.7108,-0.5,0.6,Md
2026,2026-02-12T13:59:51.088685Z,-21.2437,55.7098,-0.59,0.65,Md
2026,2026-02-12T12:06:37.187202Z,-21.2424,55.7105,-0.23,1.02,Md
2026,2026-02-12T08:11:30.768769Z,-21.2437,55.7185,0.05,0.76,Md
2026,2026-02-12T08:09:57.426601Z,-21.2435,55.7107,-0.5,0.5,Md
2026,2026-02-12T07:19:14.021303Z,-21.2453,55.711,-0.71,1.01,Md
2026,2026-02-12T06:25:58.644788Z,-21.2458,55.7173,-0.55,0.44,Md
2026,2026-02-12T04:20:41.921339Z,-21.2458,55.7145,-0.48,1.89,Md
2026,2026-02-12T02:04:18.928801Z,-21.2466,55.7163,-0.5,0.9,Md
2026,2026-02-12T02:01:23.287682Z,-21.2431,55.7099,-0.41,0.44,Md
2026,2026-02-11T23:25:19.790885Z,-21.2449,55.7016,7.0,0.32,Md
2026,2026-02-11T22:15:31.688815Z,-21.2435,55.7109,-0.31,1.13,Md
2026,2026-02-11T13:39:59.896083Z,-21.2437,55.719,-0.15,0.61,Md
2026,2026-02-11T13:17:40.467767Z,-21.2461,55.7165,-0.47,0.24,Md
2026,2026-02-11T04:21:24.149520Z,-21.2464,55.7139,-0.51,0.99,Md
2026,2026-02-10T19:48:35.383533Z,-21.2463,55.7131,-0.62,0.68,Md
2026,2026-02-10T19:16:56.782507Z,-21.2461,55.7137,-0.69,0.46,Md
2026,2026-02-10T17:55:00.175669Z,-21.2457,55.7146,-0.49,1.07,Md
2026,2026-02-10T16:34:00.321407Z,-21.2474,55.712,-0.35,0.37,Md
2026,2026-02-10T14:38:49.485487Z,-21.247,55.7112,-1.01,0.04,Md
2026,2026-02-10T12:36:32.541908Z,-21.245,55.7105,-1.12,0.31,Md
2026,2026-02-10T07:54:56.597628Z,-21.2451,55.7106,-1.17,0.52,Md
2026,2026-02-09T18:18:12.558493Z,-21.4526,55.7458,24.96,1.52,Md
2026,2026-02-09T03:04:41.428721Z,-21.0056,55.4448,12.91,1.73,Md
2026,2026-02-08T13:48:54.218015Z,-21.2432,55.7093,-0.47,0.29,Md
2026,2026-02-08T08:01:42.837920Z,-21.2463,55.7113,-0.93,0.57,Md
2026,2026-02-07T15:54:06.526067Z,-21.2454,55.6966,6.29,0.51,Md
2026,2026-02-07T10:05:18.764363Z,-21.2413,55.709,-0.88,0.43,Md
2026,2026-02-07T04:12:04.866137Z,-21.2399,55.7111,-0.93,0.27,Md
2026,2026-02-07T01:16:09.854148Z,-21.2422,55.7099,-0.83,0.51,Md
2026,2026-02-07T00:13:59.578108Z,-21.24,55.714,-0.39,-0.34,Md
2026,2026-02-07T00:07:40.989791Z,-21.2417,55.7139,-0.51,0.37,Md
2026,2026-02-07T00:05:26.208637Z,-21.24,55.7154,-0.34,0.03,Md
2026,2026-02-07T00:03:08.905527Z,-21.2408,55.7114,-0.3,0.3,Md
2026,2026-02-06T23:59:47.983242Z,-21.2431,55.7099,-0.43,0.11,Md
2026,2026-02-06T23:53:11.069894Z,-21.2392,55.7109,-0.79,0.1,Md
2026,2026-02-06T23:48:30.639607Z,-21.2406,55.7116,0.06,0.49,Md
2026,2026-02-06T23:44:37.065109Z,-21.2419,55.7116,-0.42,0.57,Md
2026,2026-02-06T23:41:26.953420Z,-21.2417,55.7112,-0.46,0.4,Md
2026,2026-02-06T23:39:55.056366Z,-21.2412,55.7109,-0.25,0.14,Md
2026,2026-02-06T23:38:21.866895Z,-21.2419,55.7116,-0.23,0.49,Md
2026,2026-02-06T23:27:19.588112Z,-21.2427,55.7122,-0.6,0.25,Md
2026,2026-02-06T22:57:03.437596Z,-21.2399,55.7132,-0.44,0.45,Md
2026,2026-02-06T22:50:03.832168Z,-21.2402,55.7147,-0.49,0.33,Md
2026,2026-02-06T22:39:04.956761Z,-21.2405,55.7154,-0.36,0.29,Md
2026,2026-02-06T22:34:25.741539Z,-21.241,55.7153,-0.12,0.4,Md
2026,2026-02-06T22:28:44.470623Z,-21.2408,55.7148,-0.43,0.24,Md
2026,2026-02-06T22:27:52.580565Z,-21.2409,55.714,-0.6,-0.09,Md
2026,2026-02-06T19:27:32.199302Z,-21.2432,55.7096,-0.86,0.19,Md
2026,2026-02-06T16:39:15.578372Z,-21.2467,55.7127,-0.48,1.01,Md
2026,2026-02-06T07:21:35.392879Z,-21.2457,55.7107,-0.83,0.57,Md
2026,2026-02-06T06:58:10.955844Z,-21.2459,55.711,-0.51,0.29,Md
2026,2026-02-06T06:18:20.684105Z,-21.2437,55.7103,-0.87,0.63,Md
2026,2026-02-05T10:40:40.956251Z,-21.2463,55.7113,-0.86,0.47,Md
2026,2026-02-05T10:32:54.380664Z,-21.2436,55.7007,6.64,0.43,Md
2026,2026-02-05T08:43:19.269153Z,-21.2395,55.7107,-0.85,0.68,Md
2026,2026-02-05T01:52:44.128502Z,-21.273,55.7258,-0.27,0.48,Md
2026,2026-02-05T01:20:35.488667Z,-21.2463,55.7003,7.25,0.29,Md
2026,2026-02-04T17:12:50.094585Z,-21.2468,55.7137,-0.03,0.69,Md
2026,2026-02-04T17:12:40.369756Z,-21.2466,55.7144,-0.06,0.06,Md
2026,2026-02-04T11:28:19.425958Z,-21.2422,55.7094,-0.55,0.42,Md
2026,2026-02-04T00:33:23.591024Z,-21.2454,55.7007,7.02,0.26,Md
2026,2026-02-03T20:21:27.715449Z,-21.2431,55.7007,6.69,0.31,Md
2026,2026-02-03T17:31:15.232057Z,-21.3009,55.8072,5.18,0.69,Md
2026,2026-02-03T16:59:21.344238Z,-21.3007,55.8056,5.66,0.73,Md
2026,2026-02-03T06:32:34.197486Z,-21.2386,55.7125,-0.43,0.43,Md
2026,2026-02-02T22:25:15.351169Z,-20.9518,55.4457,11.89,1.24,Md
2026,2026-02-01T14:32:37.070969Z,-21.2391,55.7126,-0.29,1.08,Md
2026,2026-02-01T09:14:16.266016Z,-21.184,55.5249,22.8,1.05,Md
2026,2026-01-31T14:03:52.136740Z,-21.1749,55.4263,11.38,0.74,Md
2026,2026-01-30T13:12:55.427892Z,-21.0542,55.5402,12.23,1.32,Md
2026,2026-01-29T22:45:32.769883Z,-20.9505,55.4383,10.98,1.45,Md
2026,2026-01-29T16:49:51.356646Z,-21.0009,55.4496,12.34,1.02,Md
2026,2026-01-29T07:56:15.403646Z,-21.239,55.7125,-0.39,1.06,Md
2026,2026-01-28T11:49:40.816229Z,-21.2465,55.6991,7.2,0.59,Md
2026,2026-01-26T19:33:59.773497Z,-21.2396,55.7108,-1.51,0.12,Md
2026,2026-01-26T16:11:36.068478Z,-21.239,55.7109,-0.76,0.37,Md
2026,2026-01-26T01:48:58.919139Z,-21.2384,55.711,-0.82,0.48,Md
2026,2026-01-25T21:11:32.387542Z,-20.9779,55.4539,13.2,1.42,Md
2026,2026-01-25T13:56:34.744169Z,-21.2379,55.7114,-0.8,0.54,Md
2026,2026-01-25T02:37:51.968463Z,-21.239,55.7125,-0.43,0.55,Md
2026,2026-01-25T01:59:22.027877Z,-21.0359,55.558,22.52,0.84,Md
2026,2026-01-25T00:27:02.717727Z,-21.2399,55.7091,-0.63,0.51,Md
2026,2026-01-24T21:01:41.296194Z,-21.2397,55.7132,-0.35,0.24,Md
2026,2026-01-23T10:08:09.347337Z,-21.2388,55.7095,-0.77,0.39,Md
2026,2026-01-22T00:31:08.323039Z,-21.2366,55.7111,-0.69,0.19,Md
2026,2026-01-21T13:04:16.804626Z,-21.2381,55.7116,-0.8,0.4,Md
2026,2026-01-21T10:56:13.259712Z,-21.239,55.7121,-0.67,0.71,Md
2026,2026-01-20T20:29:20.280040Z,-21.2412,55.7139,-0.19,0.63,Md
2026,2026-01-20T17:18:37.798690Z,-21.2388,55.7123,-0.4,0.64,Md
2026,2026-01-20T14:34:31.446387Z,-21.2378,55.7103,-0.71,0.44,Md
2026,2026-01-20T12:44:02.745810Z,-21.2391,55.7126,-0.36,0.62,Md
2026,2026-01-20T12:02:30.432049Z,-21.2382,55.7122,-0.74,0.27,Md
2026,2026-01-20T01:22:20.680744Z,-21.2406,55.7121,-0.71,0.53,Md
2026,2026-01-19T21:22:55.450585Z,-21.2439,55.7075,-0.79,0.12,Md
2026,2026-01-19T21:09:59.858631Z,-21.239,55.7123,-0.54,0.45,Md
2026,2026-01-19T09:02:57.598280Z,-21.2402,55.7119,-1.1,0.3,Md
2026,2026-01-19T01:36:15.874322Z,-21.2453,55.7174,-0.76,0.81,Md
2026,2026-01-18T17:05:09.283884Z,-21.2494,55.7141,-0.22,0.52,Md
2026,2026-01-18T16:59:10.375581Z,-21.2415,55.7121,-0.69,0.47,Md
2026,2026-01-18T16:08:48.449874Z,-21.2467,55.7122,-1.07,0.54,Md
2026,2026-01-18T15:12:06.340352Z,-21.2395,55.7118,-0.46,0.64,Md
2026,2026-01-18T15:06:20.628942Z,-21.2409,55.7122,-0.46,1.4,Md
2026,2026-01-18T15:04:59.156330Z,-21.2419,55.7093,-0.85,0.94,Md
2026,2026-01-18T14:58:38.045426Z,-21.241,55.7132,-0.35,0.7,Md
2026,2026-01-18T14:56:01.424960Z,-21.2419,55.7093,-0.4,0.37,Md
